37.564583333	-122.32748
37.56477666699998	-122.327591667
37.56503666699997	-122.327866667
37.565218333	-122.328026667
37.565398333	-122.328201667
37.56563333300002	-122.328385
37.56571	-122.328426667
37.56554	-122.328105
37.565521667	-122.328183333
37.565295	-122.327903333
37.56527166699998	-122.328026667
37.565063333	-122.327681667
37.56500666699998	-122.327703333
37.56490333300002	-122.327585
37.56472833300002	-122.32751
37.56452666699998	-122.327326667
37.564433333	-122.327235
37.56427000000001	-122.326988333
37.564215	-122.327025
37.56429	-122.32706
37.564545	-122.327256667
37.56269	-122.325135
37.56262833300001	-122.325108333
37.56264833300002	-122.32507
37.56265333300001	-122.325051667
37.56263833300002	-122.325011667
37.56259833300002	-122.324971667
37.56256333300002	-122.324923333
37.56253	-122.324865
37.562466667	-122.32481
37.56240333300001	-122.324746667
37.56235166699998	-122.324675
37.56231	-122.3246
37.56226166699997	-122.324538333
37.56223166700003	-122.324463333
37.56220333300002	-122.324383333
37.56213	-122.324306667
37.56207	-122.324215
37.562016667	-122.324091667
37.56186833300002	-122.32402
37.56169833300002	-122.32396
37.56150833300002	-122.32384
37.56137833300001	-122.323715
37.56122833300002	-122.323595
37.561075	-122.323466667
37.56092833300002	-122.323326667
37.56079666699998	-122.323173333
37.560666667	-122.323021667
37.560538333	-122.322878333
37.560415	-122.322743333
37.560293333	-122.322615
37.560185	-122.322486667
37.560071667	-122.32236
37.55995666699998	-122.322236667
37.55984833300002	-122.322113333
37.559736667	-122.32199
37.55962166699998	-122.32187
37.559511667	-122.32175
37.55941	-122.32163
37.55930166699998	-122.321515
37.55919666699998	-122.3214
37.559095	-122.321285
37.558988333	-122.321166667
37.558883333	-122.321043333
37.558773333	-122.320916667
37.558668333	-122.320783333
37.558555	-122.320646667
37.55843	-122.320513333
37.55830833300001	-122.320378333
37.558181667	-122.320245
37.55805833300002	-122.320111667
37.557935	-122.319978333
37.557815	-122.319843333
37.557695	-122.319711667
37.55757333300002	-122.31958
37.55745	-122.319448333
37.55732333300002	-122.319316667
37.55719833300002	-122.319178333
37.55707833300001	-122.31904
37.55695666699997	-122.3189
37.556826667	-122.318768333
37.55669999999999	-122.318633333
37.556573333	-122.3185
37.556446667	-122.318365
37.556318333	-122.31823
37.55619166699999	-122.318096667
37.55606	-122.317966667
37.555935	-122.317838333
37.55581666699999	-122.317711667
37.55569833300002	-122.317586667
37.555595	-122.31746
37.55547666699998	-122.31734
37.555363333	-122.317225
37.555255	-122.317113333
37.55515833300002	-122.317008333
37.55506666699998	-122.31691
37.554975	-122.31682
37.554891667	-122.316723333
37.55480833300002	-122.316628333
37.554726667	-122.316531667
37.554643333	-122.316436667
37.554715	-122.316366667
37.554625	-122.316311667
37.554521667	-122.316253333
37.55443	-122.316181667
37.554338333	-122.316098333
37.55424833300002	-122.31601
37.554155	-122.31592
37.554053333	-122.315835
37.553975	-122.315748333
37.553881667	-122.315666667
37.55378	-122.315586667
37.5537	-122.315491667
37.55361666699998	-122.3154
37.55353666699998	-122.315306667
37.55346	-122.315215
37.55338	-122.31512
37.5533	-122.315026667
37.55322	-122.314936667
37.55313833300003	-122.314845
37.553055	-122.314755
37.55297333300002	-122.314668333
37.552888333	-122.314586667
37.552813333	-122.314508333
37.55274333300002	-122.314435
37.55268	-122.314361667
37.552616667	-122.314285
37.552548333	-122.314205
37.55246833300002	-122.314121667
37.552388333	-122.314033333
37.552305	-122.313941667
37.55221	-122.313851667
37.55211666699999	-122.31376
37.55203333300001	-122.313663333
37.551943333	-122.313566667
37.551855	-122.31347
37.551793333	-122.313396667
37.551741667	-122.31334
37.551693333	-122.313285
37.55161500000001	-122.31323
37.55155499999999	-122.313165
37.551481667	-122.313095
37.551391667	-122.313021667
37.55131333300002	-122.312935
37.551236667	-122.312838333
37.551155	-122.312735
37.55106333300002	-122.312635
37.550981667	-122.312533333
37.55089166699999	-122.312435
37.550796667	-122.312335
37.55069833300003	-122.312235
37.550595	-122.312136667
37.550491667	-122.31204
37.550383333	-122.311945
37.55027166699998	-122.311845
37.550175	-122.31174
37.55007	-122.311638333
37.54996666699999	-122.311538333
37.54987166699998	-122.311445
37.549773333	-122.311371667
37.54968166699998	-122.311315
37.549573333	-122.311273333
37.54947166699998	-122.311276667
37.54936666699998	-122.311348333
37.54917	-122.311343333
37.549075	-122.311283333
37.54903833300001	-122.311333333
37.548985	-122.311358333
37.548951667	-122.311411667
37.54892166699998	-122.311655
37.54899	-122.311805
37.54914	-122.311841667
37.549241667	-122.311898333
37.54935333300002	-122.311901667
37.54947833300002	-122.311831667
37.54962833300002	-122.311643333
37.54978666699998	-122.31138
37.549928333	-122.311196667
37.550056667	-122.311026667
37.55018833300002	-122.310856667
37.55031833300002	-122.310685
37.55044833300002	-122.31051
37.55058	-122.310331667
37.55071166699999	-122.310151667
37.550845	-122.30997
37.550976667	-122.309788333
37.55111	-122.309603333
37.55124166699999	-122.309411667
37.55137333300002	-122.30922
37.55150166699998	-122.309025
37.55162666699998	-122.308828333
37.551763333	-122.308643333
37.55190666699998	-122.30847
37.552081667	-122.308336667
37.552216667	-122.308158333
37.55231333300001	-122.307951667
37.552375	-122.307703333
37.55242166699998	-122.307445
37.55245	-122.307173333
37.55246833300002	-122.306896667
37.55249166699998	-122.306625
37.55250833300002	-122.306343333
37.552513333	-122.306043333
37.552513333	-122.305731667
37.552518333	-122.30542
37.55251	-122.305091667
37.552515	-122.304775
37.552525	-122.304456667
37.552525	-122.304131667
37.552515	-122.3038
37.552511667	-122.30348
37.552516667	-122.303166667
37.55251	-122.302838333
